company_reg_number,total_debt,missed_payments_5y,payment_index,failure_score,credit_score,debt_to_revenue_ratio
20000611,20707.0,0,6,42,631,0.0906595331080016
20000612,111869.0,10,53,32,479,0.2876127695349357
20000613,0.0,0,14,40,748,0.0
20000614,5713.0,3,19,32,613,0.0458055049990779
20000615,9802.0,0,27,62,736,0.0634704792986
20000616,136565.14,3,4,52,0,0.0917908489527391
20000617,8834.0,0,21,92,837,0.0510541402746312
20000618,74835.0,1,16,91,842,0.0831746751536289
20000619,222991.0,0,16,77,730,0.171889067722401
20000620,46815.0,0,6,71,778,0.0914934450707088
20000621,151965.84,6,69,23,471,0.3412347841317103
20000622,29606.0,0,29,91,745,0.2174737027678204
20000623,32945.0,0,26,9,548,0.1872396292149518
20000624,0.0,4,43,0,572,0.0
20000625,5276.0,0,2,66,732,0.024399493141689
20000626,547256.0,0,20,97,702,0.3678609047296075
20000627,8253.0,0,10,56,696,0.0620321096780012
20000628,36662.0,1,20,65,787,0.1027421637451483
20000629,0.0,4,81,51,706,0.0
20000630,18377.0,1,2,29,554,0.0819392177495585
20000631,201781.0,0,0,27,529,0.3018956282354349
20000632,66290.0,3,26,12,458,0.3032784635233189
20000633,65719.0,0,20,15,590,0.1935901023639443
20000634,43770.0,0,11,96,749,0.2515560613114019
20000635,0.0,8,79,52,737,0.0
20000636,171927.0,1,13,45,577,0.1215078172594572
20000637,11424.0,4,68,0,543,0.0517691415313225
20000638,131122.0,1,20,87,799,0.0662523766768108
20000639,7775.0,0,19,98,821,0.0665246333658469
20000640,20399.0,0,7,93,775,0.0508529504882371
20000641,76159.0,0,9,73,742,0.1907145629609225
20000642,12368.0,0,19,43,679,0.0562330068836329
20000643,241083.0,0,15,53,0,0.1706051567293301
20000644,41859.0,0,20,79,710,0.1452827110831907
20000645,75190.0,3,1,59,658,0.2266616022765639
20000646,1004.0,0,27,54,801,0.0032557340156106
20000647,10398.0,0,3,90,794,0.0397857279510235
20000648,184141.44,0,5,85,0,0.2797235294653789
20000649,67308.0,0,20,65,634,0.2704979303138689
20000650,0.0,3,5,72,795,0.0
20000652,27668.0,0,27,0,475,0.1126262914085206
20000653,45305.0,4,83,15,558,0.1868717491822685
20000654,306800.0,2,16,68,644,0.4190787370813652
20000655,150507.0,0,28,32,560,0.3656339506307803
20000656,63768.0,0,23,79,677,0.1888817800526054
20000657,34589.0,0,0,55,822,0.1889427856620016
20000658,130495.0,8,52,45,662,0.1547737370334964
20000659,12866.0,1,14,29,644,0.0793639044129439
20000660,11585.0,3,11,20,502,0.121294929379862
20000661,168513.0,0,31,82,777,0.1214055735628598
20000662,1808.0,0,15,79,808,0.0093604551831967
20000663,25059.0,0,23,48,697,0.1150271054334803
20000664,0.0,9,54,0,520,0.0
20000666,11648.0,0,17,78,769,0.0821739989276744
20000667,178719.0,0,26,40,660,0.195161130045176
20000668,64981.0,5,48,0,390,0.2387734479780999
20000669,0.0,7,33,27,661,0.0
20000670,65416.0,2,14,73,720,0.1430727305335263
20000671,24135.0,4,39,55,632,0.2149249743977915
20000672,1098.0,0,19,78,834,0.0070185307108659
20000673,165440.0,0,11,65,675,0.1223237067987108
20000674,1730.0,0,14,37,702,0.0046363046775758
20000675,14796.0,0,67,36,613,0.0777574572743898
20000676,0.0,1,5,85,842,0.0
20000677,323327.0,3,11,32,666,0.1938567007181632
20000678,21254.0,0,18,90,802,0.0808825767954455
20000679,39464.0,3,3,81,764,0.2042185009625137
20000680,136227.0,0,6,93,814,0.0897199474695691
20000681,26978.0,0,28,17,507,0.017647628317843
20000682,14293.0,0,23,87,777,0.1597679435731771
20000683,89317.0,0,19,71,676,0.2256898908657211
20000684,56541.0,5,42,6,795,0.2956747739597442
20000685,92346.0,5,75,0,505,0.2437457438328467
20000686,22390.0,0,19,90,808,0.1116619122663528
20000687,0.0,0,13,63,733,0.0
20000688,15150.0,1,17,43,696,0.079563059632907
20000689,9299.0,0,5,60,801,0.0510673117582773
20000690,32968.0,0,0,77,778,0.089715679017721
20000691,2879.0,0,16,86,0,0.0342220690147039
20000692,18221.0,7,67,93,798,0.0926669006097778
20000693,0.0,0,0,46,697,0.0
20000695,0.0,0,19,25,677,0.0
20000697,0.0,0,17,66,737,0.0
20000698,0.0,0,9,76,802,0.0
20000699,23079.0,0,10,54,731,0.0837090368328467
20000700,0.0,8,84,31,586,0.0
20000701,67399.0,0,15,63,689,0.1918248391237402
20000702,16649.0,0,50,55,665,0.0899008061859789
20000703,433992.0,0,13,46,594,0.237360199648766
20000705,15573.0,0,28,86,818,0.042916787234922
20000706,13063.0,0,13,63,742,0.0454038309808242
20000707,74014.0,0,16,64,635,0.2667209617435927
20000709,0.0,0,25,58,771,0.0
20000710,28356.0,0,5,98,837,0.1055216915622836
20000711,20066.0,0,3,61,706,0.1423564800363234
20000712,22856.0,1,13,66,752,0.056390569333557
20000714,0.0,0,0,96,838,0.0
20000715,39093.0,0,1,99,752,0.2271105895475565
20000716,15705.0,2,14,57,736,0.0773660564740191
20000717,0.0,1,16,51,712,0.0
20000718,40063.0,0,14,76,795,0.113504493376095
20000719,54093.0,0,24,37,610,0.1829790544746029
20000720,5809.0,2,59,0,469,0.0362416944817044
20000722,540.0,0,25,71,768,0.004014840038364
20000723,160782.0,0,30,38,584,0.2013416767578357
20000724,41336.0,0,25,56,640,0.2185193800088812
20000726,11783.0,0,12,40,739,0.0429453442771128
20000728,113429.0,0,0,80,790,0.3296243127317532
20000730,0.0,4,61,16,460,0.0
20000731,0.0,8,61,49,681,0.0
20000732,158168.3,0,14,81,0,0.24641489504236
20000733,7947.0,0,29,14,586,0.0170207753266224
20000735,0.0,2,17,44,708,0.0
20000736,10919.0,2,0,54,697,0.0632230495755793
20000737,17370.0,1,17,34,652,0.0509918008002512
20000738,11814.0,0,9,88,762,0.0868721184178597
20000739,39014.0,2,0,57,674,0.2189571278643626
20000740,19663.0,0,16,46,642,0.1176270010289296
20000741,30472.0,9,64,0,464,0.2968418181463947
20000742,33116.0,5,31,1,515,0.1946088254479423
20000743,0.0,0,18,77,841,0.0
20000744,50474.0,1,11,5,549,0.1987345310795859
20000745,10817.0,0,12,97,769,0.1724071978451092
20000746,54393.0,4,67,0,441,0.2387867719687957
20000747,209034.0,0,0,93,808,0.2129226055450696
20000748,116461.0,0,9,75,778,0.0999910707693047
20000749,17865.0,0,13,58,677,0.1192741402447573
20000752,0.0,0,18,90,0,0.0
20000753,53877.0,0,11,61,702,0.2040192670347397
20000754,34156.0,3,10,58,640,0.2354595652863278
20000755,0.0,0,1,76,828,0.0
20000756,27248.0,2,21,0,524,0.0817887384399266
20000757,13222.0,3,15,99,838,0.0990271047566263
20000758,60179.0,0,15,26,610,0.1227917321308331
20000759,30153.0,1,18,26,458,0.1332322960069636
20000761,0.0,0,21,90,834,0.0
20000762,616726.6599999999,0,15,92,667,0.2813668811690341
20000763,59218.26,0,12,89,598,0.4199340509722163
20000765,54766.0,6,73,0,546,0.1385278100282539
20000766,19553.0,0,21,95,0,0.0983981923678873
20000767,0.0,0,7,29,612,0.0
20000768,57088.0,0,13,77,731,0.1675235345212104
20000769,47836.0,6,55,0,523,0.2793179960294289
20000770,0.0,0,26,53,766,0.0
20000771,19449.0,1,1,79,804,0.1773734610123119
20000774,0.0,8,47,0,478,0.0
20000776,35640.0,6,81,0,515,0.1695326435961469
20000777,47453.0,0,28,16,481,0.0451572505398067
20000778,226750.0,3,15,71,685,0.193548992862374
20000779,39563.0,3,15,60,664,0.2833092247540208
20000780,29220.0,0,10,1,531,0.1454295696837578
20000781,1646.0,0,29,70,0,0.0548666666666666
20000782,831754.5700000001,6,68,54,425,0.7104592783293814
20000783,90163.0,8,66,2,412,0.1641305792255027
20000784,581.0,7,69,45,708,0.0193666666666666
20000786,34774.0,2,14,74,669,0.1941098322039007
20000787,98823.0,0,14,51,693,0.0622301286188819
20000788,73944.0,8,58,0,574,0.397533426161381
20000790,4021.0,0,14,92,806,0.0240241855018431
20000792,122395.0,9,34,25,553,0.3322312793326873
20000793,54841.0,3,0,39,796,0.3108177804478551
20000794,88021.0,0,7,59,777,0.0543032793206306
20000795,0.0,1,7,73,0,0.0
20000796,10141.0,0,19,61,737,0.0609625604155144
20000797,43030.0,0,19,60,756,0.0473852754358608
20000798,11582.0,4,26,11,549,0.0510316932282326
20000799,102506.87,0,22,88,0,0.0757594617226029
20000800,4105.0,0,18,60,769,0.0097322851073514
20000801,320626.84,8,27,15,512,0.2806177625101196
20000802,30448.0,0,5,73,685,0.227206924856354
20000803,19001.0,0,11,80,790,0.0979104939066807
20000805,84938.0,1,25,66,779,0.0598532173447348
20000806,28156.0,0,22,11,524,0.2347409229230063
20000808,8636.0,0,25,28,653,0.0315182481751824
20000809,31598.0,0,11,92,776,0.1698570637595617
20000810,32981.0,4,84,0,500,0.160910399336472
20000811,116540.0,1,13,58,459,0.4594701151237975
20000813,116416.48,0,15,87,659,0.4065303841936543
20000814,21016.0,6,99,1,456,0.1154496912698587
20000815,0.0,0,8,56,765,0.0
20000816,8497.0,6,78,24,517,0.0513385979010204
20000817,47052.0,0,14,100,601,0.5787311505252023
20000818,118534.0,0,32,15,567,0.3134443604131519
20000819,126081.0,0,18,30,648,0.1007385141986006
20000820,307107.0,2,13,56,705,0.1860175643581268
20000821,35582.0,0,11,17,0,0.2164026151740915
20000824,22564.0,0,23,23,664,0.0291907723833869
20000825,34577.0,0,25,98,797,0.1845208871432535
20000827,0.0,3,10,54,744,0.0
20000828,12511.0,4,53,37,609,0.0865369983537842
20000829,43534.0,4,52,45,600,0.2043715436544076
20000831,10609.0,0,29,16,508,0.033933055062451
20000832,0.0,5,30,0,536,0.0
20000833,21239.0,5,39,19,566,0.1622623058528721
20000834,5158.0,0,17,87,849,0.0753311620978224
20000835,3191.0,4,62,45,705,0.0146468865612176
20000836,0.0,0,21,51,711,0.0
20000837,15187.0,3,55,0,548,0.0978934883780891
20000838,52342.0,0,16,9,571,0.1224867081024412
20000839,20711.0,6,66,3,566,0.2400106614749919
20000841,145311.0,0,9,85,782,0.1642527967771361
20000842,59322.0,0,13,23,448,0.2027742076622275
20000843,0.0,0,25,81,805,0.0
20000844,234813.0,1,11,86,818,0.0998400012245455
20000845,0.0,0,6,58,809,0.0
20000847,99232.03,4,42,14,547,0.288350366278546
20000849,174339.0,8,55,4,476,0.1641825059965475
20000850,188569.0,2,9,38,642,0.168275631895884
20000851,145.0,5,80,55,741,0.0009218523510413
20000852,329437.22,0,22,83,694,0.2048186123894421
20000853,36834.0,0,22,71,803,0.1067395380241854
20000854,6717.0,0,10,91,815,0.1124824167727242
20000855,28428.0,4,68,32,514,0.235136476426799
20000856,31328.0,3,6,13,467,0.1898528591859986
20000857,19286.0,0,9,45,707,0.054337628088998
20000858,17947.0,0,1,95,819,0.0854444090019662
20000859,1001.0,0,12,98,808,0.0070259419394688
20000860,81368.0,3,4,43,645,0.2716168895980558
20000861,0.0,0,6,65,745,0.0
20000863,12673.0,0,16,67,809,0.074942047497398
20000864,12552.0,0,14,85,735,0.1208049815693483
20000865,15408.0,0,19,18,582,0.061974844841664
20000867,247427.09,0,12,67,722,0.2198747988330316
20000868,35555.0,0,16,42,645,0.0981320276663041
20000869,86275.0,1,17,73,654,0.3724561600428254
20000870,962695.84,10,57,41,541,0.3301721587563221
20000871,35992.0,0,14,90,0,0.2304151595659549
20000872,133735.0,7,37,0,736,0.502042180027179
20000873,23430.0,0,0,62,773,0.0849353106863338
20000874,20145.0,0,13,88,766,0.1144654302468294
20000875,32443.0,0,15,81,733,0.1520946237365687
20000876,396160.49,0,17,96,670,0.4055942056287183
20000877,87001.0,6,25,44,801,0.2798386603923486
20000878,0.0,3,25,50,705,0.0
20000879,33789.0,0,28,78,681,0.2232020768514298
20000880,61710.0,0,23,53,696,0.1169855602169474
20000881,410594.0,2,13,90,597,0.4756715802351284
20000882,157214.0,3,4,8,542,0.1732326499039702
20000883,37223.0,0,15,42,633,0.2562085295008397
20000884,16711.0,2,21,0,576,0.0509870327993897
20000885,104580.0,0,20,96,725,0.3153267240755482
20000886,473.0,3,23,36,633,0.0157666666666666
20000888,14994.0,1,14,71,690,0.1695367533157698
20000889,121365.0,0,3,16,469,0.1299843952322454
20000890,22705.0,0,18,55,687,0.1162362095886553
20000891,22346.0,0,15,69,800,0.1151280030088048
20000892,6078.0,0,19,94,815,0.0235889514598525
20000893,15333.0,0,11,88,830,0.0825375464283791
20000894,174810.0,0,18,90,756,0.1806138453050318
20000895,19366.0,0,26,54,730,0.1300421028599055
20000896,101297.0,4,35,56,721,0.1602113650633984
20000897,27711.0,0,25,63,697,0.1653677225312104
20000898,381989.0,0,5,64,0,0.320975423666149
20000899,0.0,0,7,88,810,0.0
20000900,0.0,1,13,54,776,0.0
20000901,83864.0,0,13,53,661,0.2934585587414006
20000902,38743.0,0,25,79,747,0.2145226216909098
20000903,89275.0,0,2,33,560,0.249189836460011
20000904,58933.0,3,14,42,637,0.1526923844242523
20000905,71817.0,2,17,21,540,0.2076986479647169
20000906,14547.0,4,56,0,510,0.0431666844710323
20000907,1598.0,2,9,51,698,0.0532666666666666
20000908,0.0,0,17,68,759,0.0
20000909,554.0,0,15,56,0,0.0040003754865077
20000910,10303.0,0,22,80,827,0.0306585807127383
20000911,34903.0,3,4,99,744,0.3473004437899262
20000912,189010.74,0,32,91,657,0.5275061817978844
20000913,131663.0,0,9,63,699,0.1379237738671516
20000914,20691.0,0,14,100,793,0.1337388179326749
20000915,20864.0,1,5,71,0,0.0857824192089466
20000916,50638.0,0,9,88,752,0.1297176275901642
20000917,106022.0,0,17,80,748,0.1384375730400458
20000918,0.0,0,0,71,0,0.0
20000919,0.0,0,5,16,369,0.0
20000920,163481.0,4,27,81,0,0.1411604304209746
20000921,40436.0,6,30,22,478,0.1307275754489759
20000922,59038.0,6,54,0,479,0.0435745316538659
20000923,373877.06,2,26,89,453,1.0314162912529758
20000924,38660.0,0,20,94,765,0.2300574250944687
20000925,11217.0,3,11,86,793,0.1564086117463327
20000926,0.0,0,7,0,545,0.0
20000927,132197.0,0,15,96,824,0.0895904026305748
20000928,27278.0,8,61,0,578,0.1168187677457206
20000929,25213.0,0,19,91,777,0.1258083509640333
20000930,4965.0,1,30,35,619,0.0353728217038799
20000931,0.0,0,13,54,787,0.0
20000933,21546.0,0,20,34,651,0.0624874929307869
20000934,64050.09,0,13,48,562,0.3825027769483428
20000935,27223.0,0,27,72,715,0.2114473459369611
20000936,27230.0,0,21,0,489,0.1740136245702381
20000937,59556.0,0,2,97,774,0.2096599310004928
20000938,420181.0,0,12,26,576,0.3595137702909438
20000939,0.0,2,6,32,602,0.0
20000941,27046.0,0,33,20,542,0.0786920923845048
20000942,271697.8,0,18,10,542,0.2321403824152877
20000943,233611.0,5,66,76,708,0.2100584107527577
20000944,3073.0,2,21,81,0,0.0134564690015151
20000945,22396.0,0,18,63,692,0.1415676359039191
20000946,442331.51,0,34,42,513,0.390411124909421
20000947,0.0,0,6,78,793,0.0
20000948,0.0,0,11,66,796,0.0
20000949,0.0,4,29,11,574,0.0
20000950,29786.0,3,27,49,729,0.0703106927206031
20000951,33950.0,0,30,67,779,0.0933715803861925
20000952,151390.88,3,17,0,423,0.4318260725705468
20000953,79224.0,0,17,51,799,0.4151700790785178
20000954,29914.0,0,12,18,573,0.167099581608656
20000956,320538.11,5,54,18,457,0.3779346704695383
20000957,338722.43,0,24,60,664,0.2679895390521219
20000959,0.0,1,25,0,546,0.0
20000960,18317.0,6,58,35,667,0.1854491703030241
20000961,24618.0,0,14,32,631,0.1203649378080262
20000962,738667.1799999999,0,13,64,716,0.2229757583459637
20000963,233311.0,0,20,76,0,0.1015866892442925
20000964,285565.0,0,27,34,402,0.7127186961838919
20000965,0.0,3,14,27,640,0.0
20000966,16355.0,2,19,49,666,0.1164695242232397
20000967,414174.59,3,1,99,704,0.3915037805780659
20000968,329143.0,0,10,70,657,0.3305853438552404
20000969,2969.0,0,15,51,0,0.0521352813092645
20000970,14473.0,5,54,34,673,0.100381467609932
20000971,21361.0,0,14,24,501,0.1043863678567589
20000972,149305.0,0,16,27,544,0.2632497650578936
20000974,0.0,3,26,30,644,0.0
20000975,288974.05,0,12,12,569,0.4401395321917109
20000976,160904.0,8,57,24,569,0.2340200562855875
20000977,728253.0,10,34,4,468,0.650511072264716
20000978,10732.0,0,36,34,623,0.0644417490302513
20000979,27211.0,7,47,10,555,0.169703886643716
20000980,268263.99,0,37,15,484,0.2395329685538409
20000982,25102.0,3,11,44,631,0.1557785514369581
20000983,10897.0,2,15,60,747,0.0585051836977939
20000984,31233.0,3,77,10,433,0.1727919006389864
20000985,132185.0,2,20,20,588,0.1612759571508747
20000986,22774.0,0,0,23,510,0.074943810241509
20000988,41545.0,0,20,47,635,0.2747975976293788
20000989,15152.0,0,19,26,650,0.1148966824644549
20000990,268124.0,6,67,0,411,0.3061999657397362
20000991,5203.0,1,14,10,589,0.0475155478032164
20000993,8476.0,0,14,48,682,0.0419203434342435
20000994,476350.71,0,11,18,542,0.3181553031036709
20000995,0.0,3,16,47,736,0.0
20000996,13460.0,7,86,0,584,0.0638074966697796
20000997,53532.56,0,9,58,653,0.357945638728227
20000998,50948.0,0,1,77,0,0.12541509224956
20000999,101936.55,1,4,5,509,0.2605327120957312
