company_reg_number,capex,cogs,cogs_plus_capex,accounts_receivable,current_assets,current_liabilities,fixed_assets,long_term_liabilities,capital_and_reserves,provisions_for_liabilities,entity_status,dissolved_on,turnover_level,employee_size_level
20000212,244.8,4680.62,4925.42,15561.0,108792.0,71187.0,34983.0,20829.0,51759.0,12101.0,1,2020-08-04,0,0
20000213,162.89,5540.54,5703.43,38920.0,307717.0,233756.0,70778.0,911.0,143828.0,58439.0,1,2014-03-20,0,1
20000214,410.76,5259.36,5670.12,3834.0,51458.0,45503.0,5404.0,5680.0,5678.0,8645.0,1,2020-09-23,1,0
20000215,256.86,9766.6,10023.46,19147.0,150465.0,139583.0,7268.0,9075.0,9074.0,26520.0,0,2021-09-07,0,1
20000216,170.73,4809.21,4979.94,15226.0,70980.0,34654.0,8469.0,11426.0,33369.0,5544.0,1,2013-12-23,0,0
20000217,0.02,86706.85,86706.87,6893.0,48879.0,46724.0,2023.0,2090.0,2088.0,4672.0,1,2013-12-05,0,0
20000218,395.7,6775.69,7171.39,17530.0,117115.0,108199.0,36765.0,22841.0,22839.0,12983.0,1,2020-06-29,0,0
20000219,148.61,5072.15,5220.76,13972.0,40237.0,21848.0,5486.0,4671.0,19204.0,5025.0,1,2018-07-02,0,0
20000220,333.73,5288.96,5622.69,4883.0,67441.0,72793.0,6261.0,455.0,453.0,7279.0,1,2021-11-13,0,0
20000221,0.01,203025.98,203025.99,13252.0,90227.0,59671.0,3346.0,215.0,33686.0,14917.0,1,2015-06-18,0,1
20000222,76.81,3160.7,3237.51,8044.0,64128.0,82640.0,17170.0,-670.0,-672.0,17354.0,1,2021-05-10,0,0
20000223,135.14,14077.53,14212.67,21671.0,340911.0,355909.0,186815.0,24054.0,147763.0,85418.0,1,2020-02-25,1,1
20000224,112.43,3417.28,3529.71,9220.0,66422.0,65710.0,18542.0,9627.0,9626.0,6571.0,1,2021-03-28,0,0
20000225,113.49,4282.76,4396.25,29653.0,187025.0,157486.0,59423.0,44481.0,44480.0,20473.0,1,2019-07-18,0,1
20000226,0.02,80082.48,80082.5,4522.0,38777.0,51122.0,81753.0,30838.0,38569.0,7668.0,1,2019-04-18,0,0
20000227,0.01,135538.41,135538.42,17065.0,95615.0,42972.0,11122.0,18935.0,44829.0,6875.0,1,2009-03-12,0,0
20000228,320.43,6115.17,6435.6,55041.0,369896.0,207191.0,114159.0,102604.0,174260.0,47654.0,1,2021-08-16,0,1
20000229,0.01,56624.67,56624.68,23053.0,160226.0,254426.0,45773.0,-24212.0,-24214.0,30531.0,1,2009-05-19,0,1
20000230,64.01,2019.35,2083.36,9016.0,54505.0,42132.0,12428.0,12401.0,12399.0,4213.0,1,2017-05-18,0,0
20000231,58.29,5948.15,6006.44,28769.0,121002.0,55211.0,14459.0,32838.0,47411.0,6073.0,1,2018-05-26,0,0
20000232,59.61,1868.73,1928.34,9523.0,68630.0,55643.0,18814.0,15902.0,15900.0,6677.0,1,2019-07-05,0,0
20000233,0.01,103035.61,103035.62,11425.0,76865.0,77680.0,204322.0,113526.0,89980.0,19420.0,1,2020-08-15,0,0
20000234,109.19,4199.66,4308.85,10871.0,54472.0,25865.0,6870.0,9713.0,25763.0,5949.0,1,2014-11-05,0,0
20000235,68.67,2351.71,2420.38,7124.0,48946.0,39006.0,2035.0,5988.0,5986.0,5070.0,1,2021-02-18,0,0
20000237,244.33,8788.69,9033.02,14434.0,71579.0,33709.0,6598.0,11633.0,32834.0,4045.0,0,2017-07-03,0,0
20000238,137.0,11913.46,12050.46,52850.0,648804.0,576481.0,359281.0,149340.0,282264.0,57648.0,1,2016-07-30,1,1
20000239,557.0,3048.7,3605.7,7209.0,53810.0,41456.0,12520.0,4975.0,19899.0,5389.0,1,2021-02-23,0,0
20000240,175.22,2675.13,2850.35,5126.0,130039.0,102687.0,20315.0,4064.0,43603.0,11295.0,1,2020-01-22,0,0
20000241,0.03,309532.05,309532.08,5461.0,68882.0,52850.0,9816.0,2239.0,23609.0,10041.0,1,2021-04-18,0,0
20000242,0.03,79000.65,79000.68,10918.0,242025.0,206701.0,1008105.0,480870.0,562558.0,39273.0,1,2021-08-04,0,0
20000243,85.42,3187.15,3272.57,10000.0,57476.0,48346.0,19331.0,14231.0,14229.0,6768.0,1,2021-11-05,0,0
20000244,123.42,4086.82,4210.24,16117.0,72626.0,39930.0,6435.0,5925.0,33205.0,7187.0,1,2021-01-31,0,0
20000245,7447.12,110327.73,117774.85,15255.0,200499.0,162440.0,19307.0,28684.0,28682.0,24366.0,1,2021-06-11,1,3
20000246,163.67,5824.65,5988.32,4138.0,26309.0,34205.0,9224.0,665.0,663.0,3762.0,1,2014-07-06,0,0
20000247,146.66,5352.52,5499.18,8297.0,65293.0,50299.0,20299.0,2767.0,32525.0,8047.0,1,2021-11-29,0,0
20000248,223.54,2988.52,3212.06,3978.0,25998.0,15433.0,9283.0,7147.0,12701.0,3086.0,1,2021-10-04,0,0
20000249,0.02,89969.08,89969.1,30158.0,556249.0,366414.0,69368.0,71517.0,187685.0,43969.0,1,2018-12-12,0,1
20000250,134.89,11529.23,11664.12,127825.0,589477.0,323197.0,68054.0,104198.0,230136.0,64639.0,0,2021-03-05,0,1
20000252,0.02,38998.89,38998.91,6666.0,47247.0,89709.0,16680.0,-12890.0,-12891.0,21530.0,1,2015-07-31,0,0
20000253,66.17,7971.74,8037.91,44173.0,202901.0,113196.0,24337.0,34508.0,79533.0,21507.0,1,2020-04-30,0,0
20000254,123.74,3566.03,3689.77,2651.0,24175.0,17826.0,6731.0,1335.0,11744.0,2674.0,1,2014-06-16,0,0
20000255,304.67,3972.17,4276.84,5342.0,121604.0,88401.0,17914.0,10656.0,40460.0,13260.0,1,2020-12-31,0,0
20000256,370.35,3357.65,3728.0,13193.0,96935.0,58774.0,201512.0,72543.0,167130.0,6465.0,1,2021-05-21,0,0
20000257,0.03,10588.5,10588.53,4438.0,57354.0,56978.0,5237.0,2807.0,2806.0,11395.0,1,2019-12-30,0,0
20000258,111.1,1821.23,1932.33,7091.0,53110.0,41577.0,12750.0,574.0,23710.0,5405.0,1,2021-05-14,0,0
20000259,74.28,2824.37,2898.65,44895.0,369263.0,278787.0,91164.0,6678.0,174962.0,44605.0,1,2001-10-12,0,1
20000260,114.15,3977.28,4091.43,8567.0,59216.0,48789.0,18589.0,14508.0,14507.0,4878.0,1,2018-09-24,0,0
20000261,447.34,6086.25,6533.59,22425.0,466321.0,332287.0,74654.0,51805.0,156883.0,76426.0,1,2021-08-08,0,1
20000262,0.02,264.45,264.47,6412.0,39420.0,31680.0,1797.0,4769.0,4768.0,7920.0,1,2016-05-03,1,0
20000263,0.01,9502.66,9502.67,6286.0,41769.0,50978.0,14544.0,2669.0,2667.0,9685.0,1,2021-10-08,0,0
20000264,33.57,2844.53,2878.1,10650.0,227644.0,202637.0,85483.0,22814.0,87675.0,44580.0,1,2012-11-18,0,0
20000265,0.02,92679.12,92679.14,7135.0,54557.0,46183.0,15585.0,11980.0,11979.0,8312.0,1,2019-03-24,0,0
20000266,222.77,2377.44,2600.21,15013.0,272003.0,248547.0,1428019.0,686465.0,765010.0,27340.0,1,2008-08-17,0,0
20000267,206.58,6075.96,6282.54,14187.0,98478.0,46643.0,9454.0,15958.0,45331.0,8862.0,1,2005-06-14,0,0
20000268,99.84,3604.21,3704.05,8729.0,67420.0,61729.0,15061.0,10376.0,10375.0,9876.0,1,2003-03-22,0,0
20000269,98.31,3575.01,3673.32,6652.0,43675.0,58498.0,11325.0,-1747.0,-1749.0,9359.0,1,2021-02-14,0,0
20000270,167.53,3029.52,3197.05,15012.0,106819.0,68401.0,27402.0,17501.0,48320.0,8892.0,1,2019-02-27,0,0
20000271,0.03,94288.33,94288.36,15046.0,121909.0,86450.0,29515.0,10462.0,54513.0,20748.0,1,2019-03-08,0,0
20000272,138.91,2943.1,3082.01,18447.0,148184.0,98628.0,39780.0,21669.0,67667.0,22684.0,1,2007-08-27,0,0
20000273,267.88,9884.71,10152.59,6215.0,43663.0,33800.0,1514.0,5689.0,5688.0,3718.0,1,2021-10-25,0,0
20000274,0.02,28088.15,28088.17,56692.0,406585.0,262376.0,114384.0,71044.0,187549.0,44604.0,1,2021-01-26,0,1
20000275,343.79,3455.16,3798.95,14154.0,28800.0,16927.0,346211.0,148078.0,210006.0,4062.0,1,2009-07-26,0,0
20000276,0.03,56806.58,56806.61,7045.0,125605.0,100882.0,16119.0,20422.0,20420.0,25220.0,1,2021-01-23,0,0
20000277,94.21,3438.41,3532.62,15245.0,69987.0,31567.0,8933.0,14207.0,33147.0,5366.0,0,2020-12-08,0,0
20000278,0.01,57421.12,57421.13,6501.0,45979.0,66592.0,11987.0,-4311.0,-4313.0,13984.0,1,2018-02-09,0,0
20000279,0.03,51155.96,51155.99,6667.0,123423.0,106372.0,13863.0,15458.0,15456.0,20210.0,1,2021-11-27,0,0
20000280,0.01,105447.38,105447.39,12939.0,88709.0,43718.0,11053.0,14144.0,41900.0,6120.0,0,2020-12-09,0,0
20000281,0.02,76532.9,76532.92,12045.0,85795.0,54310.0,23766.0,15809.0,39442.0,11948.0,1,2017-08-17,0,0
20000282,1580.27,18925.42,20505.69,28509.0,192757.0,128230.0,51746.0,28252.0,88021.0,29492.0,1,2001-05-01,1,2
20000283,174.3,3270.19,3444.49,14747.0,103220.0,53655.0,32090.0,32943.0,48711.0,11804.0,1,2005-12-01,0,0
20000284,216.59,6153.21,6369.8,50522.0,327559.0,299378.0,97423.0,62802.0,62801.0,71850.0,1,2021-03-14,0,1
20000285,0.03,60828.14,60828.17,3552.0,48503.0,48534.0,5150.0,2560.0,2558.0,7280.0,1,2017-01-31,0,0
20000286,373.89,10473.14,10847.03,21727.0,144494.0,90472.0,5682.0,5641.0,54063.0,22618.0,1,2015-08-18,0,1
20000287,0.02,63874.71,63874.73,3717.0,58816.0,77646.0,5982.0,-6422.0,-6424.0,10094.0,0,2002-05-10,0,0
20000288,640.64,5689.52,6330.16,15167.0,61562.0,35868.0,451456.0,189859.0,287290.0,5380.0,1,2021-08-16,0,0
20000289,214.13,6316.48,6530.61,12274.0,63152.0,36367.0,7001.0,4321.0,29464.0,6546.0,1,2021-02-23,0,0
20000290,0.01,64947.49,64947.5,8434.0,47119.0,34060.0,16295.0,5257.0,24097.0,7833.0,1,2009-05-21,0,0
20000291,626.26,4869.81,5496.07,5062.0,28812.0,17172.0,183042.0,76043.0,118638.0,3778.0,0,2020-03-01,0,0
20000293,0.02,231233.57,231233.59,17113.0,126395.0,151881.0,259050.0,110221.0,123342.0,36451.0,1,2021-02-28,0,1
20000294,208.81,3824.44,4033.25,4983.0,88905.0,67792.0,12036.0,2866.0,30282.0,6779.0,1,2019-11-19,0,0
20000295,55.55,2161.45,2217.0,14198.0,75222.0,35781.0,10199.0,13763.0,35877.0,3935.0,1,2021-10-07,0,0
20000296,189.5,7316.56,7506.06,51287.0,249117.0,120525.0,25301.0,38637.0,115256.0,15668.0,1,2021-03-06,0,1
20000297,141.24,5718.2,5859.44,13427.0,101489.0,141409.0,30941.0,-4488.0,-4490.0,26867.0,1,2010-06-27,0,1
20000298,0.01,79614.36,79614.37,9958.0,60089.0,53551.0,16430.0,11485.0,11483.0,8568.0,1,2002-10-17,0,0
20000299,167.54,5252.01,5419.55,7131.0,36166.0,35864.0,10226.0,5265.0,5263.0,8966.0,1,2020-12-22,0,0
20000300,6496.5,97253.03,103749.53,32186.0,597324.0,560044.0,41716.0,39499.0,39497.0,112008.0,1,2019-05-14,0,3
20000301,59.02,6415.02,6474.04,62207.0,261117.0,139910.0,30790.0,49829.0,102167.0,34977.0,1,2018-09-09,0,0
20000303,312.88,3838.97,4151.85,8259.0,102588.0,110445.0,10514.0,1329.0,1327.0,12149.0,1,2019-11-11,0,1
20000304,0.01,37777.38,37777.39,12169.0,71698.0,32541.0,7807.0,13571.0,33392.0,3254.0,1,2020-03-19,0,0
20000305,389.94,2567.1,2957.04,8455.0,57167.0,45013.0,17471.0,7233.0,22391.0,8552.0,1,2019-12-17,0,0
20000306,140.97,2819.33,2960.3,16894.0,127509.0,96657.0,38587.0,9645.0,59795.0,17398.0,1,2020-06-11,0,0
20000307,146.37,5762.76,5909.13,35508.0,267062.0,203974.0,70001.0,5005.0,128084.0,30596.0,1,2020-06-19,0,1
20000308,222.19,6294.42,6516.61,7132.0,54388.0,68774.0,11617.0,-1383.0,-1384.0,15818.0,0,2021-07-29,0,0
20000309,87.05,2911.5,2998.55,7394.0,58005.0,70599.0,12427.0,-82.0,-84.0,12001.0,1,2021-11-05,0,0
20000310,0.03,184157.99,184158.02,17116.0,120528.0,74674.0,25978.0,19090.0,52742.0,13441.0,0,2021-07-22,0,0
20000311,0.01,28780.15,28780.16,6763.0,61150.0,56645.0,15264.0,9885.0,9884.0,14161.0,1,2021-02-25,0,0
20000312,64.57,2314.16,2378.73,9607.0,109274.0,153055.0,125441.0,6551.0,75109.0,35202.0,1,2021-10-14,0,0
20000313,1252.69,15737.35,16990.04,49259.0,327026.0,204285.0,80290.0,56397.0,146634.0,49028.0,1,2021-07-08,0,2
20000314,108.33,3103.89,3212.22,8367.0,46478.0,35140.0,16184.0,3710.0,23811.0,5271.0,1,2020-05-28,0,0
20000316,202.1,2561.44,2763.54,2487.0,34313.0,29591.0,2912.0,3818.0,3816.0,2959.0,1,2021-02-26,0,0
20000317,297.15,3780.51,4077.66,4636.0,95645.0,81934.0,14636.0,14174.0,14172.0,13928.0,1,2019-04-28,0,0
20000318,747.51,7581.19,8328.7,13690.0,52651.0,32045.0,363896.0,151235.0,233266.0,8011.0,1,2020-10-15,0,0
20000319,214.22,4103.76,4317.98,18383.0,139053.0,122187.0,35094.0,25980.0,25979.0,30546.0,1,2020-06-28,0,0
20000321,239.41,4703.47,4942.88,5796.0,118828.0,90428.0,12161.0,1263.0,39296.0,17181.0,1,2021-11-27,0,0
20000322,199.47,3036.02,3235.49,4202.0,44515.0,46049.0,4201.0,1334.0,1333.0,7828.0,1,2014-12-06,0,0
20000323,265.68,3397.44,3663.12,5022.0,34473.0,29701.0,10227.0,7500.0,7498.0,7128.0,1,2019-02-28,0,0
20000324,0.02,194259.39,194259.41,31357.0,559156.0,429557.0,71290.0,11755.0,189134.0,60138.0,1,2020-02-27,0,1
20000325,154.06,2746.24,2900.3,3866.0,53055.0,44213.0,4284.0,6564.0,6562.0,10611.0,1,2014-03-10,0,0
20000327,0.06,43931.25,43931.31,41268.0,336532.0,235086.0,79659.0,56247.0,124857.0,51718.0,1,2021-02-12,1,2
20000328,1128.64,24482.35,25610.99,71420.0,570119.0,371863.0,172958.0,103706.0,267508.0,48342.0,0,2015-12-30,0,2
20000329,127.4,4392.96,4520.36,15122.0,96954.0,51945.0,10082.0,10135.0,44955.0,6233.0,1,2019-10-18,0,0
20000330,0.02,84067.66,84067.68,16085.0,77927.0,36593.0,6942.0,12630.0,35645.0,5855.0,1,2012-10-31,0,0
20000331,433.28,6334.56,6767.84,26400.0,663421.0,553379.0,88007.0,99025.0,99023.0,127277.0,1,2017-03-25,0,1
20000332,131.69,3839.29,3970.98,4516.0,32545.0,25466.0,1549.0,4315.0,4313.0,4838.0,1,2015-11-12,0,0
20000334,709.47,26374.2,27083.67,106103.0,557701.0,532302.0,59498.0,42449.0,42447.0,85168.0,1,2020-09-06,1,2
20000335,241.48,7917.54,8159.02,45486.0,246420.0,102623.0,22656.0,53440.0,113012.0,12314.0,1,2017-02-19,0,1
20000336,158.15,2262.58,2420.73,5280.0,37411.0,23430.0,9571.0,6639.0,16913.0,3280.0,1,2020-05-27,0,0
20000337,352.81,5793.19,6146.0,3294.0,45490.0,44232.0,4041.0,2650.0,2648.0,10173.0,1,2020-02-08,0,0
20000338,138.79,5782.92,5921.71,8317.0,84021.0,121517.0,169329.0,50761.0,81072.0,23088.0,1,2021-10-08,0,0
20000340,93.22,3758.72,3851.94,8543.0,76172.0,63061.0,23279.0,18196.0,18194.0,10720.0,1,2013-10-31,0,0
20000341,315.7,3670.91,3986.61,10166.0,302154.0,254505.0,881836.0,396690.0,532796.0,40720.0,1,2019-09-04,0,0
20000342,149.47,5705.02,5854.49,17872.0,128890.0,117813.0,34055.0,22567.0,22565.0,21206.0,1,2019-08-16,0,1
20000343,225.12,2552.42,2777.54,0.0,328694.0,278554.0,477324.0,164755.0,362708.0,38997.0,1,2019-01-02,1,0
20000344,163.83,6252.97,6416.8,10993.0,88946.0,105208.0,171466.0,71872.0,83332.0,19989.0,1,2021-07-19,0,0
20000345,164.37,4709.6,4873.97,16373.0,85365.0,40607.0,10550.0,15024.0,40284.0,8933.0,1,2020-01-01,0,0
20000346,302.81,6105.02,6407.83,43528.0,770269.0,608968.0,77186.0,119244.0,119242.0,91345.0,1,2014-01-17,0,1
20000347,113.94,3723.43,3837.37,5964.0,35338.0,31068.0,1402.0,2837.0,2835.0,4970.0,1,2012-07-08,0,0
20000348,299.04,2949.11,3248.15,0.0,672584.0,584053.0,993879.0,332501.0,749908.0,81767.0,1,2019-05-08,0,0
20000349,412.25,5064.49,5476.74,4208.0,56648.0,55274.0,5739.0,3557.0,3555.0,7738.0,1,2013-06-08,0,0
20000350,715.79,6721.04,7436.83,50849.0,209506.0,140276.0,1229412.0,492847.0,805794.0,22444.0,1,2021-11-18,0,1
20000351,36.03,1200.96,1236.99,8031.0,57696.0,50173.0,14921.0,11223.0,11221.0,11038.0,1,2017-05-13,0,0
20000352,89.41,2811.78,2901.19,7509.0,39222.0,49103.0,13099.0,1610.0,1608.0,7856.0,0,2018-04-15,0,0
20000353,0.02,432163.32,432163.34,43655.0,236050.0,97939.0,22323.0,51916.0,108517.0,17629.0,1,2021-10-10,0,1
20000354,206.75,7629.12,7835.87,58672.0,322059.0,156090.0,29303.0,47700.0,147572.0,18730.0,1,2016-03-07,0,1
20000355,148.61,5020.52,5169.13,4948.0,32570.0,40465.0,10979.0,1543.0,1541.0,8093.0,1,2018-09-27,0,0
20000356,146.63,4611.16,4757.79,11962.0,80674.0,90799.0,231436.0,121435.0,99875.0,10895.0,1,2018-12-15,1,0
20000357,0.01,514819.91,514819.92,52959.0,322544.0,292993.0,102975.0,66264.0,66262.0,41019.0,1,2021-09-27,0,1
20000358,0.01,16618.04,16618.05,15018.0,82641.0,43287.0,7736.0,9131.0,37958.0,9956.0,1,2020-06-18,0,0
20000359,99.64,3447.59,3547.23,9020.0,79762.0,65595.0,21582.0,17875.0,17874.0,12463.0,1,2019-07-15,0,0
20000360,0.01,38199.2,38199.21,10998.0,107346.0,140436.0,122616.0,15938.0,73588.0,26682.0,1,2021-11-04,0,0
20000361,1381.24,23020.73,24401.97,18369.0,247677.0,231369.0,24806.0,20558.0,20556.0,30078.0,1,2006-01-06,1,2
20000362,218.24,2645.32,2863.56,5154.0,71798.0,70068.0,5838.0,3785.0,3783.0,13312.0,1,2020-12-16,0,0
20000363,93.84,9575.15,9668.99,31075.0,538375.0,466932.0,289639.0,129238.0,231844.0,51362.0,1,2021-11-22,0,1
20000364,243.8,4771.01,5014.81,5940.0,100554.0,76026.0,13813.0,4030.0,34310.0,12164.0,0,2021-12-07,0,0
20000365,676.22,8862.61,9538.83,15343.0,355429.0,228339.0,57822.0,65069.0,119843.0,38817.0,1,2007-03-04,0,1
20000366,381.15,5705.79,6086.94,5217.0,122495.0,97910.0,19137.0,2649.0,41073.0,19582.0,1,2020-01-25,0,0
20000367,167.19,5050.94,5218.13,23216.0,148428.0,198135.0,45809.0,-1947.0,-1949.0,35664.0,1,2021-08-04,0,1
20000368,0.01,107963.47,107963.48,8580.0,55147.0,43471.0,19380.0,2735.0,28320.0,5651.0,1,2019-08-30,0,0
20000369,0.01,37557.0,37557.01,8560.0,58691.0,51483.0,14731.0,10970.0,10969.0,8237.0,1,2021-05-30,0,0
20000370,220.79,6670.51,6891.3,7564.0,52436.0,68472.0,13342.0,-1346.0,-1347.0,13694.0,1,2020-07-03,0,0
20000371,127.43,3921.05,4048.48,7427.0,49860.0,60276.0,13991.0,1788.0,1786.0,9644.0,1,2021-08-16,0,0
20000372,133.87,1849.08,1982.95,3850.0,53658.0,65484.0,4504.0,-3659.0,-3661.0,9167.0,1,2019-01-19,0,0
20000373,63.79,2472.51,2536.3,6653.0,41881.0,38155.0,12988.0,8358.0,8356.0,7249.0,1,2020-08-31,0,0
20000374,159.82,1627.51,1787.33,0.0,561475.0,491057.0,714605.0,210786.0,574236.0,63837.0,1,2021-04-19,0,0
20000375,138.25,5760.58,5898.83,15898.0,86370.0,54877.0,7530.0,19512.0,19510.0,13170.0,1,2021-11-30,0,0
20000376,0.02,43079.42,43079.44,5038.0,36670.0,45030.0,13153.0,2397.0,2396.0,4953.0,1,2012-01-14,0,0
20000377,110.96,3263.63,3374.59,6941.0,40786.0,33219.0,12680.0,10124.0,10122.0,8304.0,1,2019-10-22,0,0
20000378,139.24,2109.77,2249.01,2573.0,30610.0,30460.0,2199.0,1175.0,1174.0,3350.0,0,2019-11-26,0,0
20000379,138.6,3982.85,4121.45,9129.0,63832.0,101820.0,155733.0,47484.0,70261.0,14254.0,1,2019-10-14,0,0
20000380,579.57,4886.77,5466.34,5771.0,10929.0,7073.0,147932.0,62826.0,88963.0,1414.0,1,2018-12-01,0,0
20000381,232.22,3782.16,4014.38,3215.0,45681.0,35341.0,6301.0,1046.0,15594.0,4594.0,1,2021-11-07,0,0
20000382,0.0,45437.29,45437.29,135917.0,560812.0,297066.0,62617.0,108163.0,218200.0,59413.0,1,2019-07-23,0,1
20000383,0.04,57480.64,57480.68,4514.0,100020.0,72360.0,11182.0,6593.0,32248.0,12301.0,1,2021-08-28,0,0
20000384,0.01,158480.77,158480.78,8262.0,44185.0,29549.0,4833.0,9735.0,9733.0,4432.0,1,2017-02-08,0,0
20000385,0.01,29414.74,29414.75,54055.0,275761.0,133023.0,32641.0,67438.0,107940.0,23944.0,1,2003-03-15,0,0
20000386,499.26,8118.07,8617.33,6156.0,98673.0,66683.0,10735.0,9902.0,32822.0,16004.0,1,2017-08-02,0,0
20000387,334.65,10079.8,10414.45,36898.0,189271.0,86855.0,23824.0,36740.0,89500.0,9554.0,1,2017-08-24,0,1
20000388,69.72,2582.29,2652.01,15393.0,63717.0,30559.0,5797.0,9759.0,29196.0,6111.0,1,2021-06-05,0,0
20000389,323.2,3012.11,3335.31,0.0,1478355.0,1317367.0,2563076.0,905419.0,1818644.0,302994.0,1,2021-09-11,0,1
20000390,169.96,6202.85,6372.81,16579.0,92874.0,45469.0,9387.0,13842.0,42950.0,5001.0,1,2020-06-06,0,0
20000392,249.58,7799.39,8048.97,61783.0,328100.0,162661.0,41965.0,51976.0,155427.0,17892.0,1,2021-05-17,0,1
20000393,0.05,65094.01,65094.06,9380.0,52773.0,34184.0,197101.0,75760.0,139930.0,8204.0,1,2020-12-09,0,0
20000394,129.84,4007.36,4137.2,5412.0,39004.0,48494.0,13057.0,1784.0,1782.0,5334.0,1,2020-12-14,0,0
20000395,159.89,6552.79,6712.68,14800.0,81074.0,31816.0,10535.0,21316.0,38475.0,7635.0,1,2021-07-16,0,0
20000396,310.56,4507.35,4817.91,5425.0,112393.0,73631.0,14909.0,16753.0,36917.0,11044.0,1,2020-10-11,0,0
20000397,43.9,3954.77,3998.67,41817.0,196951.0,119173.0,17653.0,20319.0,75111.0,17876.0,1,2021-04-16,0,0
20000398,158.72,2180.18,2338.9,5132.0,66332.0,68093.0,5146.0,1693.0,1691.0,11575.0,0,2021-07-23,0,0
20000399,93.95,3713.47,3807.42,6363.0,37603.0,16630.0,4206.0,7619.0,17560.0,1995.0,1,2021-08-31,0,0
20000400,186.76,2156.55,2343.31,10629.0,305482.0,213971.0,898152.0,448027.0,541635.0,29956.0,0,2004-04-15,0,0
20000401,524.32,5399.78,5924.1,15733.0,94230.0,51986.0,342020.0,139963.0,244300.0,12996.0,1,2021-08-22,0,0
20000402,57.31,2283.2,2340.51,8444.0,58136.0,47268.0,20244.0,1328.0,29784.0,11817.0,1,2017-09-18,0,0
20000403,81.78,2405.17,2486.95,5668.0,37512.0,34094.0,9441.0,6431.0,6429.0,4091.0,1,2021-07-03,0,0
20000404,0.02,516193.79,516193.81,22286.0,151566.0,195467.0,36902.0,-3498.0,-3500.0,33229.0,1,2021-11-15,0,1
20000405,272.59,8491.87,8764.46,25153.0,195439.0,254224.0,320559.0,96655.0,165119.0,50844.0,1,2020-11-10,0,1
20000406,0.02,7200.51,7200.53,6518.0,24811.0,30191.0,5873.0,247.0,245.0,4830.0,1,2020-02-17,0,0
20000407,0.02,269577.98,269578.0,52598.0,370916.0,278971.0,112803.0,20934.0,183813.0,64163.0,1,2014-04-29,0,1
20000408,202.7,3482.76,3685.46,5545.0,103109.0,73113.0,14800.0,10602.0,34193.0,17547.0,1,2021-05-06,0,0
20000409,0.01,20043.16,20043.17,8403.0,55132.0,44119.0,19419.0,2102.0,28329.0,4853.0,1,2021-11-06,0,0
20000410,74.74,7327.58,7402.32,36120.0,178075.0,94457.0,21198.0,35071.0,69746.0,20780.0,1,2018-01-03,0,0
20000411,201.14,3951.74,4152.88,3909.0,74548.0,43513.0,7232.0,13733.0,24534.0,7397.0,1,2019-03-03,0,0
20000412,112.06,3918.19,4030.25,9676.0,46920.0,39314.0,14693.0,11150.0,11149.0,9435.0,1,2021-02-03,0,0
20000413,0.01,24233.92,24233.93,3835.0,16565.0,9045.0,1906.0,1668.0,7758.0,2170.0,1,2009-03-16,0,0
20000414,135.4,4543.65,4679.05,6425.0,45837.0,37937.0,1699.0,4800.0,4798.0,7587.0,1,2020-10-26,0,0
20000415,0.02,4839787.05,4839787.07,118529.0,806053.0,654800.0,256724.0,4121.0,403855.0,137508.0,1,2020-08-27,1,2
20000416,0.03,7085.97,7086.0,6407.0,103203.0,87770.0,13100.0,14267.0,14265.0,21064.0,1,2020-10-10,0,0
20000417,0.0,247092.66,247092.66,55272.0,195591.0,114285.0,17782.0,24407.0,74680.0,22857.0,1,2015-11-27,0,0
20000418,89.8,9868.39,9958.19,60084.0,259929.0,137529.0,20765.0,44921.0,98243.0,22004.0,1,2020-06-30,1,0
20000419,0.04,28296.94,28296.98,5760.0,149246.0,111583.0,18156.0,5598.0,50221.0,25664.0,1,2020-07-21,0,0
20000420,270.76,3765.85,4036.61,7105.0,110668.0,95276.0,12581.0,13987.0,13985.0,15244.0,1,2018-07-30,0,0
20000421,0.01,358721.76,358721.77,82020.0,588614.0,280757.0,63662.0,97563.0,273956.0,53343.0,1,2018-11-09,1,2
20000422,519.13,3971.94,4491.07,13584.0,43018.0,24750.0,293065.0,123126.0,188207.0,2970.0,1,2021-09-29,0,0
20000423,0.03,147225.07,147225.1,14109.0,110180.0,75842.0,25342.0,10891.0,48788.0,10618.0,1,2021-05-17,1,0
20000424,130.77,4191.47,4322.24,8911.0,90317.0,75490.0,129433.0,73940.0,70320.0,8303.0,1,2021-12-01,0,0
20000425,103.59,3584.38,3687.97,9080.0,67896.0,48449.0,16438.0,3837.0,32047.0,5813.0,1,2021-03-22,0,0
20000426,122.8,3611.83,3734.63,15420.0,76552.0,38424.0,9674.0,11587.0,36215.0,6147.0,1,2021-08-10,0,0
20000428,172.27,5037.07,5209.34,53221.0,301363.0,151603.0,31340.0,41365.0,139735.0,24256.0,1,2021-04-05,0,1
20000429,248.02,9688.09,9936.11,6260.0,44920.0,37449.0,2197.0,4835.0,4833.0,3744.0,1,2013-12-15,0,0
20000430,73.68,7518.85,7592.53,57629.0,236777.0,126300.0,26542.0,44857.0,92162.0,29049.0,0,2018-09-20,0,0
20000431,261.94,2831.79,3093.73,10511.0,38526.0,28567.0,217636.0,84144.0,143451.0,4285.0,1,2021-05-21,0,0
20000432,156.39,4696.42,4852.81,14273.0,76344.0,33914.0,9281.0,15748.0,35962.0,4069.0,0,2019-01-09,1,0
